1,0,2,0,2,1
1.,0.,0.,0.
0.5,0.5,0.5,0.5
0.5,-0.5,0.5,-0.5
0.,0.4082482904638631,-0.816496580927726,0.4082482904638631
-0.8660254037844386,0.2886751345948129,0.2886751345948129,0.2886751345948129
-0.5,-0.5,-0.5,-0.5
0.,0.7071067811865475,0.,-0.7071067811865475
1,0,2,0,2,2
1.,0.,0.,0.
0.5,0.5,0.5,0.5
0.5,0.5,-0.5,-0.5
0.,-0.816496580927726,0.4082482904638631,0.4082482904638631
-0.8660254037844386,0.2886751345948129,0.2886751345948129,0.2886751345948129
-0.5,-0.5,-0.5,-0.5
0.,0.,-0.7071067811865475,0.7071067811865475
1,0,2,0,2,3
1.,0.,0.,0.
0.5,0.5,0.5,0.5
0.5,-0.5,-0.5,0.5
0.,0.4082482904638631,0.4082482904638631,-0.816496580927726
-0.8660254037844386,0.2886751345948129,0.2886751345948129,0.2886751345948129
-0.5,-0.5,-0.5,-0.5
0.,-0.7071067811865475,0.7071067811865475,0.
1,0,2,0,3,0
1.,0.,0.,0.
0.5,0.5,0.5,0.5
0.5,-0.5,0.-0.5*I,0.-0.5*I
0.,0.,0.7071067811865475,0.7071067811865475
0.7071067811865475,-0.7071067811865475,0.,0.
0.7071067811865475,0.7071067811865475,0.,0.
0.,0.,0.7071067811865475,-0.7071067811865475
1,0,2,0,3,1
1.,0.,0.,0.
0.5,0.5,0.5,0.5
0.5,0.5,0.-0.5*I,0.+0.5*I
0.,-0.7071067811865475,-0.35355339059327373+0.35355339059327373*I,-0.35355339059327373-0.35355339059327373*I
-0.7071067811865475,0.,0.35355339059327373+0.35355339059327373*I,0.35355339059327373-0.35355339059327373*I
-0.7071067811865475,0.,-0.35355339059327373-0.35355339059327373*I,-0.35355339059327373+0.35355339059327373*I
0.,-0.7071067811865475,0.35355339059327373-0.35355339059327373*I,0.35355339059327373+0.35355339059327373*I
1,0,2,0,3,2
1.,0.,0.,0.
0.5,0.5,0.5,0.5
0.5,-0.5,0.+0.5*I,0.+0.5*I
0.,0.,0.7071067811865475,0.7071067811865475
0.7071067811865475,-0.7071067811865475,0.,0.
0.7071067811865475,0.7071067811865475,0.,0.
0.,0.,0.7071067811865475,-0.7071067811865475
1,0,2,0,3,3
1.,0.,0.,0.
0.5,0.5,0.5,0.5
0.5,0.5,0.+0.5*I,0.-0.5*I
0.,-0.7071067811865475,-0.35355339059327373-0.35355339059327373*I,-0.35355339059327373+0.35355339059327373*I
-0.7071067811865475,0.,0.35355339059327373-0.35355339059327373*I,0.35355339059327373+0.35355339059327373*I
-0.7071067811865475,0.,-0.35355339059327373+0.35355339059327373*I,-0.35355339059327373-0.35355339059327373*I
0.,-0.7071067811865475,0.35355339059327373+0.35355339059327373*I,0.35355339059327373-0.35355339059327373*I
1,0,2,0,4,0
1.,0.,0.,0.
0.5,0.5,0.5,0.5
0.5,0.-0.5*I,0.-0.5*I,-0.5
0.,0.7071067811865475,0.7071067811865475,0.
0.7071067811865475,0.,0.,-0.7071067811865475
0.7071067811865475,0.,0.,0.7071067811865475
0.,0.7071067811865475,-0.7071067811865475,0.
1,0,2,0,4,1
1.,0.,0.,0.
0.5,0.5,0.5,0.5
0.5,0.+0.5*I,0.-0.5*I,0.5
0.,-0.35355339059327373-0.35355339059327373*I,-0.35355339059327373+0.35355339059327373*I,-0.7071067811865475
-0.7071067811865475,0.35355339059327373-0.35355339059327373*I,0.35355339059327373+0.35355339059327373*I,0.
-0.7071067811865475,-0.35355339059327373+0.35355339059327373*I,-0.35355339059327373-0.35355339059327373*I,0.
0.,-0.5,0.+0.5*I,0.5-0.5*I
1,0,2,0,4,2
1.,0.,0.,0.
0.5,0.5,0.5,0.5
0.5,0.-0.5*I,0.+0.5*I,0.5
0.,-0.35355339059327373+0.35355339059327373*I,-0.35355339059327373-0.35355339059327373*I,-0.7071067811865475
-0.7071067811865475,0.35355339059327373+0.35355339059327373*I,0.35355339059327373-0.35355339059327373*I,0.
-0.7071067811865475,-0.35355339059327373-0.35355339059327373*I,-0.35355339059327373+0.35355339059327373*I,0.
0.,-0.5,0.-0.5*I,0.5+0.5*I
1,0,2,0,4,3
1.,0.,0.,0.
0.5,0.5,0.5,0.5
0.5,0.+0.5*I,0.+0.5*I,-0.5
0.,0.7071067811865475,0.7071067811865475,0.
0.7071067811865475,0.,0.,-0.7071067811865475
0.7071067811865475,0.,0.,0.7071067811865475
0.,0.7071067811865475,-0.7071067811865475,0.
1,0,2,0,5,0
1.,0.,0.,0.
0.5,0.5,0.5,0.5
0.5,0.-0.5*I,-0.5,0.-0.5*I
0.,0.7071067811865475,0.,0.7071067811865475
0.7071067811865475,0.,-0.7071067811865475,0.
0.7071067811865475,0.,0.7071067811865475,0.
0.,-0.7071067811865475,0.,0.7071067811865475
1,0,2,0,5,1
1.,0.,0.,0.
0.5,0.5,0.5,0.5
0.5,0.+0.5*I,-0.5,0.+0.5*I
0.,0.7071067811865475,0.,0.7071067811865475
0.7071067811865475,0.,-0.7071067811865475,0.
0.7071067811865475,0.,0.7071067811865475,0.
0.,-0.7071067811865475,0.,0.7071067811865475
1,0,2,0,5,2
1.,0.,0.,0.
0.5,0.5,0.5,0.5
0.5,0.-0.5*I,0.5,0.+0.5*I
0.,-0.35355339059327373+0.35355339059327373*I,-0.7071067811865475,-0.35355339059327373-0.35355339059327373*I
-0.7071067811865475,0.35355339059327373+0.35355339059327373*I,0.,0.35355339059327373-0.35355339059327373*I
-0.7071067811865475,-0.35355339059327373-0.35355339059327373*I,0.,-0.35355339059327373+0.35355339059327373*I
0.,-0.5,0.5+0.5*I,0.-0.5*I
1,0,2,0,5,3
1.,0.,0.,0.
0.5,0.5,0.5,0.5
0.5,0.+0.5*I,0.5,0.-0.5*I
0.,-0.35355339059327373-0.35355339059327373*I,-0.7071067811865475,-0.35355339059327373+0.35355339059327373*I
-0.7071067811865475,0.35355339059327373-0.35355339059327373*I,0.,0.35355339059327373+0.35355339059327373*I
-0.7071067811865475,-0.35355339059327373+0.35355339059327373*I,0.,-0.35355339059327373-0.35355339059327373*I
0.,-0.5,0.5-0.5*I,0.+0.5*I
1,0,2,1,2,0
1.,0.,0.,0.
0.5,-0.5,0.5,-0.5
0.5,0.5,0.5,0.5
0.,-0.4082482904638631,-0.816496580927726,-0.4082482904638631
-0.8660254037844386,-0.2886751345948129,0.2886751345948129,-0.2886751345948129
-0.5,0.5,-0.5,0.5
0.,0.7071067811865475,0.,-0.7071067811865475
1,0,2,1,2,2
1.,0.,0.,0.
0.5,-0.5,0.5,-0.5
0.5,0.5,-0.5,-0.5
0.,-0.4082482904638631,0.4082482904638631,0.816496580927726
-0.8660254037844386,-0.2886751345948129,0.2886751345948129,-0.2886751345948129
-0.5,0.5,-0.5,0.5
0.,-0.7071067811865475,-0.7071067811865475,0.
1,0,2,1,2,3
1.,0.,0.,0.
0.5,-0.5,0.5,-0.5
0.5,-0.5,-0.5,0.5
0.,0.816496580927726,0.4082482904638631,-0.4082482904638631
-0.8660254037844386,-0.2886751345948129,0.2886751345948129,-0.2886751345948129
-0.5,0.5,-0.5,0.5
0.,0.,-0.7071067811865475,-0.7071067811865475
1,0,2,1,3,0
1.,0.,0.,0.
0.5,-0.5,0.5,-0.5
0.5,-0.5,0.-0.5*I,0.-0.5*I
0.,0.7071067811865475,-0.35355339059327373+0.35355339059327373*I,0.35355339059327373+0.35355339059327373*I
-0.7071067811865475,0.,0.35355339059327373+0.35355339059327373*I,-0.35355339059327373+0.35355339059327373*I
-0.7071067811865475,0.,-0.35355339059327373-0.35355339059327373*I,0.35355339059327373-0.35355339059327373*I
0.,-0.7071067811865475,-0.35355339059327373+0.35355339059327373*I,0.35355339059327373+0.35355339059327373*I
1,0,2,1,3,1
1.,0.,0.,0.
0.5,-0.5,0.5,-0.5
0.5,0.5,0.-0.5*I,0.+0.5*I
0.,0.,0.7071067811865475,-0.7071067811865475
0.7071067811865475,0.7071067811865475,0.,0.
0.7071067811865475,-0.7071067811865475,0.,0.
0.,0.,0.7071067811865475,0.7071067811865475
1,0,2,1,3,2
1.,0.,0.,0.
0.5,-0.5,0.5,-0.5
0.5,-0.5,0.+0.5*I,0.+0.5*I
0.,0.7071067811865475,-0.35355339059327373-0.35355339059327373*I,0.35355339059327373-0.35355339059327373*I
-0.7071067811865475,0.,0.35355339059327373-0.35355339059327373*I,-0.35355339059327373-0.35355339059327373*I
-0.7071067811865475,0.,-0.35355339059327373+0.35355339059327373*I,0.35355339059327373+0.35355339059327373*I
0.,-0.7071067811865475,-0.35355339059327373-0.35355339059327373*I,0.35355339059327373-0.35355339059327373*I
1,0,2,1,3,3
1.,0.,0.,0.
0.5,-0.5,0.5,-0.5
0.5,0.5,0.+0.5*I,0.-0.5*I
0.,0.,0.7071067811865475,-0.7071067811865475
0.7071067811865475,0.7071067811865475,0.,0.
0.7071067811865475,-0.7071067811865475,0.,0.
0.,0.,0.7071067811865475,0.7071067811865475
1,0,2,1,4,0
1.,0.,0.,0.
0.5,-0.5,0.5,-0.5
0.5,0.-0.5*I,0.-0.5*I,-0.5
0.,0.35355339059327373+0.35355339059327373*I,-0.35355339059327373+0.35355339059327373*I,0.7071067811865475
-0.7071067811865475,-0.35355339059327373+0.35355339059327373*I,0.35355339059327373+0.35355339059327373*I,0.
-0.7071067811865475,0.35355339059327373-0.35355339059327373*I,-0.35355339059327373-0.35355339059327373*I,0.
0.,-0.5,0.-0.5*I,0.5-0.5*I
1,0,2,1,4,1
1.,0.,0.,0.
0.5,-0.5,0.5,-0.5
0.5,0.+0.5*I,0.-0.5*I,0.5
0.,-0.7071067811865475,0.7071067811865475,0.
0.7071067811865475,0.,0.,0.7071067811865475
0.7071067811865475,0.,0.,-0.7071067811865475
0.,0.7071067811865475,0.7071067811865475,0.
1,0,2,1,4,2
1.,0.,0.,0.
0.5,-0.5,0.5,-0.5
0.5,0.-0.5*I,0.+0.5*I,0.5
0.,-0.7071067811865475,0.7071067811865475,0.
0.7071067811865475,0.,0.,0.7071067811865475
0.7071067811865475,0.,0.,-0.7071067811865475
0.,0.7071067811865475,0.7071067811865475,0.
1,0,2,1,4,3
1.,0.,0.,0.
0.5,-0.5,0.5,-0.5
0.5,0.+0.5*I,0.+0.5*I,-0.5
0.,0.35355339059327373-0.35355339059327373*I,-0.35355339059327373-0.35355339059327373*I,0.7071067811865475
-0.7071067811865475,-0.35355339059327373-0.35355339059327373*I,0.35355339059327373-0.35355339059327373*I,0.
